Sample,Magnification,Compound Compositions,Indent Composition,Hardness,Hv,Modulus,Stiffness^2 / Load,Pmax,Hmax,Reporting Depth
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 57.78%|CuNiAl : 24.48%|Unassigned : 8.43%|VNiCrCuAl : 9.31%,10.012,946.3,179.53,3602.7,36.531,510,69.9
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 11.01%|CuNiAl : 67.07%|Unassigned : 21.89%|VNiCrCuAl : 0.03%,9.712,918,167.38,3293.8,30.743,494,69.5
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 6.75%|NiCuAlV : 86.92%|Unassigned : 6.33%,11.279,1066.1,191.7,3574.8,35.284,511,70.4
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 100.00%,5.791,547.3,123.03,3215.6,33.784,509,70.1
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 8.49%|NiCuAlV : 70.33%|VNiCrCuAl : 20.11%|Unassigned : 1.07%,10.101,954.8,177.71,3509.3,35.053,510,70.1
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 68.08%|NiCuAlV : 31.71%|Unassigned : 0.21%,15.42,1457.5,226.19,3445.6,39.669,510,70.3
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 92.14%|Unassigned : 0.45%|CuNiAl : 7.41%,12.144,1147.9,194.53,3403.3,37.18,509,69.8
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 11.44%|Unassigned : 46.72%|CuNiAl : 41.84%,12.931,1222.3,187.04,2990.4,36.449,515,69.8
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 62.47%|VNiCrCuAl : 32.89%|Unassigned : 4.65%,12.231,1156.1,197.98,3480.7,37.703,510,69.8
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 70.13%|Unassigned : 3.97%|CuNiAl : 11.35%|VNiCrCuAl : 14.54%,9.118,861.8,157.21,3147.5,33.221,511,69.8
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 99.50%|NiCuAlV : 0.50%,8.973,848.1,190.28,4437.3,29.976,507,70.1
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 43.37%|NiCuAlV : 38.36%|Unassigned : 9.62%|VNiCrCuAl : 8.66%,13.045,1233,201.41,3358.8,36.784,510,69.8
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,Unassigned : 30.90%|VNiCrCuAl : 65.23%|CuNiAl : 0.21%|NiCuAlV : 3.67%,10.278,971.5,171.29,3238.5,36.4,511,69.5
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 7.23%|VNiCrCuAl : 46.79%|Unassigned : 34.30%|CuNiAl : 11.69%,11.825,1117.7,190.18,3364,36.028,510,69.7
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,,5.4,510.4,124.86,3541.3,33.994,509,70.2
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 100.00%,9.422,890.6,162.4,3222.8,24.299,510,69.9
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 77.26%|NiCuAlV : 20.93%|Unassigned : 1.27%|VNiCrCuAl : 0.54%,8.578,810.8,153.44,3206.9,28.974,510,69.8
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 35.90%|CuNiAl : 39.41%|Unassigned : 10.74%|VNiCrCuAl : 13.95%,8.671,819.6,159,3375.3,32.397,509,70.1
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 99.97%|Unassigned : 0.03%,4,378,114.02,4062.6,28.415,510,69.4
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 35.25%|NiCuAlV : 40.56%|VNiCrCuAl : 15.77%|Unassigned : 8.41%,7.923,748.9,150.59,3361.2,34.777,509,69.8
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 46.37%|VNiCrCuAl : 47.32%|Unassigned : 4.94%|CuNiAl : 1.37%,10.504,992.8,184.27,3590.9,38.387,511,70.1
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 30.08%|NiCuAlV : 68.68%|Unassigned : 1.23%,10.822,1022.9,195.07,3837.6,33.9,486,69.9
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 87.55%|Unassigned : 11.01%|NiCuAlV : 1.45%,10.835,1024.2,182.07,3409.7,38.561,510,69.9
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 77.05%|NiCuAlV : 13.41%|VNiCrCuAl : 2.46%|Unassigned : 7.08%,5.322,503,114.83,3092.2,28.569,509,70.3
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 3.39%|NiCuAlV : 49.08%|Unassigned : 4.26%|VNiCrCuAl : 43.26%,6.441,608.8,136.36,3471.6,36.36,509,69.6
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 4.33%|Unassigned : 0.12%|NiCuAlV : 54.72%|CuNiAl : 40.82%,8.579,810.9,153.12,3195.4,33.536,511,69.4
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 97.96%|Unassigned : 2.04%,9.038,854.2,165.06,3455.3,35.063,510,69.4
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 48.67%|NiCuAlV : 51.33%,3.178,300.4,90.02,3322.5,29.696,510,69.9
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 50.19%|NiCuAlV : 21.66%|Unassigned : 17.52%|VNiCrCuAl : 10.63%,8.839,835.5,165.21,3537.9,34.244,518,70.1
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,,9.651,912.2,177.97,3682.1,39.267,519,70.3
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 100.00%,6.941,656,134.68,3151.6,31.591,511,69.8
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 71.59%|VNiCrCuAl : 27.33%|Unassigned : 1.07%,6.648,628.4,144.92,3745.2,35.708,510,69.7
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,NiCuAlV : 18.81%|VNiCrCuAl : 71.77%|Unassigned : 9.42%,15.965,1509,226,3322.6,39.323,510,70.1
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 8.16%|NiCuAlV : 87.43%|Unassigned : 2.59%|VNiCrCuAl : 1.82%,8.539,807.1,161.79,3532.4,35.577,510,69.7
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 57.33%|NiCuAlV : 0.12%|Unassigned : 42.55%,13.031,1231.7,204.79,3457.2,35.23,510,70
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 4.52%|NiCuAlV : 66.52%|Unassigned : 14.88%|VNiCrCuAl : 14.09%,12.686,1199.1,199.56,3400.8,37.432,510,70
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 80.34%|Unassigned : 12.99%|NiCuAlV : 6.67%,15,1417.8,218.72,3350.9,39.249,511,69.9
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,Unassigned : 16.98%|VNiCrCuAl : 66.00%|CuNiAl : 1.87%|NiCuAlV : 15.14%,15.738,1487.5,222.76,3291.4,40.152,511,69.9
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 73.82%|Unassigned : 2.98%|NiCuAlV : 23.21%,12.73,1203.2,204.16,3520.5,38.454,510,69.5
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,CuNiAl : 41.31%|NiCuAlV : 14.88%|Unassigned : 9.85%|VNiCrCuAl : 33.97%,6.445,609.2,136.18,3461.6,33.1,510,69.7
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,VNiCrCuAl : 17.70%|NiCuAlV : 68.71%|Unassigned : 6.28%|CuNiAl : 7.32%,10.076,952.4,163.75,3057,36.788,509,70
EP3086C,1_1750X,NiCuAlV = Al: 32.4%-Ni: 30.28%-Cu: 20.05%-V: 12.64%-Cr: 4.63% | CuNiAl = Cu: 41.07%-Al: 30.53%-Ni: 22.05%-V: 4.66%-Cr: 1.7% | VNiCrCuAl = V: 34.68%-Ni: 19.79%-Al: 19.44%-Cr: 14.69%-Cu: 11.4% | CuNi = Cu: 75.66%-Ni: 24.34% | Unassigned = Cu: 24.95%-Al: 23.25%-V: 22.65%-Ni: 19.76%-Cr: 9.39%,Unassigned : 16.59%|CuNiAl : 35.69%|VNiCrCuAl : 13.93%|NiCuAlV : 33.80%,8.335,787.8,147.78,3091,33.505,509,69.7
