Sample,Magnification,Compound Compositions,Indent Composition,Hardness,Hv,Modulus,Stiffness^2 / Load,Pmax,Hmax,Reporting Depth
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 99.86%|3 CuNiCoFeV : 0.14%,1.355,128.1,71.32,5160.4,208.596,2033,70
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 91.79%|Unassigned : 6.63%|3 CuNiCoFeV : 1.58%,4.363,412.4,205.96,10424,212.472,2034,70.2
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,Unassigned : 8.47%|1 CoNiFeVCu : 91.53%,4.324,408.7,158.44,6727.1,211.498,2025,69.9
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,Unassigned : 5.57%|1 CoNiFeVCu : 93.38%|3 CuNiCoFeV : 1.05%,5.717,540.4,201.23,7653.4,225.058,2034,70.2
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 80.20%|3 CuNiCoFeV : 5.41%|Unassigned : 11.98%|2 Cu : 2.41%,0.601,56.8,33.13,2639.1,203.423,2033,70
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,3 CuNiCoFeV : 0.12%|Unassigned : 7.29%|1 CoNiFeVCu : 92.59%,3.019,285.4,131.12,6908.7,223.535,2068,70.1
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 84.98%|Unassigned : 10.90%|3 CuNiCoFeV : 2.78%|2 Cu : 1.34%,5.471,517.1,192.67,7433.1,218.391,2035,70.2
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 97.57%|3 CuNiCoFeV : 2.43%,4.168,394,163.39,7362,209.396,2030,70
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 94.99%|Unassigned : 5.01%,5.76,544.4,195.26,7220.8,214.799,2039,70.5
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,5.332,504,183.72,7038.9,214.86,2033,69.8
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,4.272,403.8,162,7076.3,221.11,2032,70
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 97.49%|Unassigned : 2.51%,5.657,534.7,180.08,6410.4,219.346,2029,70.3
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 87.79%|Unassigned : 12.18%|2 Cu : 0.03%,0.004,0.4,-6.71,681.4,207.119,2029,71.4
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 87.49%|Unassigned : 11.98%|3 CuNiCoFeV : 0.53%,5.975,564.7,195.98,7004.6,221.273,2034,70.4
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 90.89%|Unassigned : 9.11%,0.41,38.7,42.41,6253.5,220.174,2031,70.8
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,Unassigned : 4.57%|1 CoNiFeVCu : 94.90%|3 CuNiCoFeV : 0.53%,3.583,338.6,143.88,6862.1,218.57,2034,70.3
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 92.39%|Unassigned : 7.58%|3 CuNiCoFeV : 0.03%,5.161,487.8,189.22,7642.2,223.672,2031,70.1
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 97.53%|Unassigned : 2.47%,6.111,577.6,200.08,7090.7,218.255,2035,69.4
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 92.69%|Unassigned : 7.31%,5.772,545.6,194.29,7146.4,220.778,2033,70
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 65.55%|Unassigned : 29.21%|2 Cu : 4.72%|3 CuNiCoFeV : 0.53%,6.238,589.6,201.15,7011,215.63,2032,70.3
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 95.73%|Unassigned : 4.13%|3 CuNiCoFeV : 0.14%,5.011,473.6,174.73,6872.6,222.424,2039,69.8
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 89.16%|Unassigned : 5.59%|2 Cu : 0.14%|3 CuNiCoFeV : 5.10%,5.282,499.3,180.71,6908.4,220.488,2035,69.8
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,5.41,511.4,182.99,6887.1,224.27,2031,69.7
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,6.536,617.8,205.31,6920.7,219.442,2032,70.4
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 89.84%|Unassigned : 9.64%|2 Cu : 0.52%,3.728,352.4,156.56,7641.7,228.342,2029,70.2
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,Unassigned : 20.84%|1 CoNiFeVCu : 77.35%|3 CuNiCoFeV : 1.81%,4.339,410.1,149.16,6034.2,209.439,2034,70.1
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,5.515,521.3,191.62,7309.1,225.018,2031,70.1
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,Unassigned : 1.27%|1 CoNiFeVCu : 98.73%,0.074,7,2.41,144.2,193.784,2027,69.3
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 97.36%|Unassigned : 2.03%|3 CuNiCoFeV : 0.61%,4.533,428.5,160.23,6542.6,215.461,2036,70.2
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,3 CuNiCoFeV : 0.12%|1 CoNiFeVCu : 92.21%|Unassigned : 7.67%,4.55,430.1,169.92,7213.8,215.658,2029,70.1
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,4.3,406.5,158.91,6798.6,216.665,2028,70
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,6.107,577.3,201.16,7158.5,222.043,2031,70.1
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 99.12%|3 CuNiCoFeV : 0.88%,2.649,250.4,112.8,6051.1,221.812,2034,70
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 82.10%|Unassigned : 16.30%|3 CuNiCoFeV : 0.55%|2 Cu : 1.04%,2.77,261.8,123.18,6738.3,222.685,2025,70.2
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 92.32%|Unassigned : 7.68%,6.478,612.3,207.65,7117.4,221.165,2030,69
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,5.087,480.8,183.14,7334.1,212.977,1966,70.2
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 99.47%|3 CuNiCoFeV : 0.53%,5.617,530.9,191.11,7142.1,221.573,2032,69.8
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 93.25%|3 CuNiCoFeV : 1.32%|Unassigned : 5.43%,5.628,532,196.76,7485.8,214.162,2041,70.9
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 71.26%|Unassigned : 25.56%|2 Cu : 2.13%|3 CuNiCoFeV : 1.04%,0.503,47.6,30.28,2645.5,207.288,2034,70.2
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,3 CuNiCoFeV : 0.47%|1 CoNiFeVCu : 99.53%,0.069,6.5,0.28,2456.9,204.013,2028,69
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 79.65%|Unassigned : 20.35%,5.636,532.7,186.8,6847.7,210.868,2039,69.8
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,6.419,606.7,205.49,7057.9,223.686,2027,69.9
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 88.53%|3 CuNiCoFeV : 2.34%|Unassigned : 9.13%,0.721,68.2,33.81,2293.2,211.667,2035,70.3
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 100.00%,6.693,632.6,213.78,7230,230.015,2035,70.4
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 89.93%|Unassigned : 10.07%,5.596,528.9,192.41,7250.6,230.416,2032,69.8
EP3077A,2_600X,1 CoNiFeVCu = Co: 22.93%-V: 22.6%-Fe: 21.89%-Ni: 21.47%-Cu: 11.1% | 2 Cu = Cu: 88.22%-Ni: 4.74%-Co: 2.87%-Fe: 2.83%-V: 1.34% | 3 CuNiCoFeV = Cu: 36.15%-V: 16.69%-Ni: 15.97%-Fe: 15.66%-Co: 15.53% | Unassigned = Cu: 39.74%-V: 15.72%-Ni: 15.17%-Co: 14.89%-Fe: 14.48%,1 CoNiFeVCu : 94.40%|3 CuNiCoFeV : 5.07%|Unassigned : 0.53%,5.728,541.4,199.38,7520.4,222.659,2033,70.9
